timestamp,MOER,MOER version,frequency
2019-01-01T00:00:00+00:00,903.659083096253,3.0,300
2019-01-01T00:05:00+00:00,897.719204938633,3.0,300
2019-01-01T00:10:00+00:00,896.777937786543,3.0,300
2019-01-01T00:15:00+00:00,904.488655368411,3.0,300
2019-01-01T00:20:00+00:00,910.44973342153,3.0,300
2019-01-01T00:25:00+00:00,910.44973342153,3.0,300
2019-01-01T00:30:00+00:00,913.313589475942,3.0,300
2019-01-01T00:35:00+00:00,912.15835840487,3.0,300
2019-01-01T00:40:00+00:00,912.15835840487,3.0,300
2019-01-01T00:45:00+00:00,906.376904393911,3.0,300
2019-01-01T00:50:00+00:00,906.693695488336,3.0,300
2019-01-01T00:55:00+00:00,906.930730656081,3.0,300
2019-01-01T01:00:00+00:00,856.623585398433,3.0,300
2019-01-01T01:05:00+00:00,856.944849827194,3.0,300
2019-01-01T01:10:00+00:00,856.944849827194,3.0,300
2019-01-01T01:15:00+00:00,856.944849827194,3.0,300
2019-01-01T01:20:00+00:00,856.944849827194,3.0,300
2019-01-01T01:25:00+00:00,856.944849827194,3.0,300
2019-01-01T01:30:00+00:00,856.944849827194,3.0,300
2019-01-01T01:35:00+00:00,856.944849827194,3.0,300
2019-01-01T01:40:00+00:00,856.944849827194,3.0,300
2019-01-01T01:45:00+00:00,856.944849827194,3.0,300
2019-01-01T01:50:00+00:00,856.944849827194,3.0,300
2019-01-01T01:55:00+00:00,856.944849827194,3.0,300
2019-01-01T02:00:00+00:00,851.15482948888,3.0,300
2019-01-01T02:05:00+00:00,850.943970056024,3.0,300
2019-01-01T02:10:00+00:00,850.943970056024,3.0,300
2019-01-01T02:15:00+00:00,850.943970056024,3.0,300
2019-01-01T02:20:00+00:00,850.943970056024,3.0,300
2019-01-01T02:25:00+00:00,850.943970056024,3.0,300
2019-01-01T02:30:00+00:00,850.943970056024,3.0,300
2019-01-01T02:35:00+00:00,850.943970056024,3.0,300
2019-01-01T02:40:00+00:00,850.943970056024,3.0,300
2019-01-01T02:45:00+00:00,850.943970056024,3.0,300
2019-01-01T02:50:00+00:00,850.943970056024,3.0,300
2019-01-01T02:55:00+00:00,850.943970056024,3.0,300
2019-01-01T03:00:00+00:00,883.67179138177,3.0,300
2019-01-01T03:05:00+00:00,883.67179138177,3.0,300
2019-01-01T03:10:00+00:00,883.748900881816,3.0,300
2019-01-01T03:15:00+00:00,883.67179138177,3.0,300
2019-01-01T03:20:00+00:00,883.67179138177,3.0,300
2019-01-01T03:25:00+00:00,883.67179138177,3.0,300
2019-01-01T03:30:00+00:00,883.67179138177,3.0,300
2019-01-01T03:35:00+00:00,871.114810023053,3.0,300
2019-01-01T03:40:00+00:00,883.67179138177,3.0,300
2019-01-01T03:45:00+00:00,883.67179138177,3.0,300
2019-01-01T03:50:00+00:00,872.243776613724,3.0,300
2019-01-01T03:55:00+00:00,872.243776613724,3.0,300
2019-01-01T04:00:00+00:00,881.819949938765,3.0,300
2019-01-01T04:05:00+00:00,881.819949938765,3.0,300
2019-01-01T04:10:00+00:00,881.819949938765,3.0,300
2019-01-01T04:15:00+00:00,881.819949938765,3.0,300
2019-01-01T04:20:00+00:00,875.132499009951,3.0,300
2019-01-01T04:25:00+00:00,875.132499009951,3.0,300
2019-01-01T04:30:00+00:00,868.570337078288,3.0,300
2019-01-01T04:35:00+00:00,867.441428903242,3.0,300
2019-01-01T04:40:00+00:00,867.441428903242,3.0,300
2019-01-01T04:45:00+00:00,868.880723091805,3.0,300
2019-01-01T04:50:00+00:00,866.478930428323,3.0,300
2019-01-01T04:55:00+00:00,866.478930428323,3.0,300
2019-01-01T05:00:00+00:00,869.139898269516,3.0,300
2019-01-01T05:05:00+00:00,869.139898269516,3.0,300
2019-01-01T05:10:00+00:00,869.139898269516,3.0,300
2019-01-01T05:15:00+00:00,870.191772216816,3.0,300
2019-01-01T05:20:00+00:00,870.191772216816,3.0,300
2019-01-01T05:25:00+00:00,870.191772216816,3.0,300
2019-01-01T05:30:00+00:00,870.191772216816,3.0,300
2019-01-01T05:35:00+00:00,866.436322265194,3.0,300
2019-01-01T05:40:00+00:00,866.436322265194,3.0,300
2019-01-01T05:45:00+00:00,866.436322265194,3.0,300
2019-01-01T05:50:00+00:00,866.436322265194,3.0,300
2019-01-01T05:55:00+00:00,869.139898269516,3.0,300
2019-01-01T06:00:00+00:00,875.366796155192,3.0,300
2019-01-01T06:05:00+00:00,876.133059012869,3.0,300
2019-01-01T06:10:00+00:00,877.641259583426,3.0,300
2019-01-01T06:15:00+00:00,877.556069441886,3.0,300
2019-01-01T06:20:00+00:00,877.556069441886,3.0,300
2019-01-01T06:25:00+00:00,877.556069441886,3.0,300
2019-01-01T06:30:00+00:00,877.556069441886,3.0,300
2019-01-01T06:35:00+00:00,876.133059012869,3.0,300
2019-01-01T06:40:00+00:00,872.348980925641,3.0,300
2019-01-01T06:45:00+00:00,872.348980925641,3.0,300
2019-01-01T06:50:00+00:00,872.348980925641,3.0,300
2019-01-01T06:55:00+00:00,872.348980925641,3.0,300
2019-01-01T07:00:00+00:00,822.073524811173,3.0,300
2019-01-01T07:05:00+00:00,822.073524811173,3.0,300
2019-01-01T07:10:00+00:00,822.073524811173,3.0,300
2019-01-01T07:15:00+00:00,822.073524811173,3.0,300
2019-01-01T07:20:00+00:00,822.073524811173,3.0,300
2019-01-01T07:25:00+00:00,818.546533847974,3.0,300
2019-01-01T07:30:00+00:00,818.546533847974,3.0,300
2019-01-01T07:35:00+00:00,818.546533847974,3.0,300
2019-01-01T07:40:00+00:00,818.546533847974,3.0,300
2019-01-01T07:45:00+00:00,818.546533847974,3.0,300
2019-01-01T07:50:00+00:00,818.546533847974,3.0,300
2019-01-01T07:55:00+00:00,818.546533847974,3.0,300
2019-01-01T08:00:00+00:00,1029.33335360366,3.0,300
2019-01-01T08:05:00+00:00,1029.33335360366,3.0,300
2019-01-01T08:10:00+00:00,1029.33335360366,3.0,300
2019-01-01T08:15:00+00:00,1030.77198945714,3.0,300
2019-01-01T08:20:00+00:00,1029.33335360366,3.0,300
2019-01-01T08:25:00+00:00,1053.6124118053,3.0,300
2019-01-01T08:30:00+00:00,1053.6124118053,3.0,300
2019-01-01T08:35:00+00:00,1053.6124118053,3.0,300
2019-01-01T08:40:00+00:00,1042.36294555515,3.0,300
2019-01-01T08:45:00+00:00,1042.36294555515,3.0,300
2019-01-01T08:50:00+00:00,1042.36294555515,3.0,300
2019-01-01T08:55:00+00:00,1029.33335360366,3.0,300
2019-01-01T09:00:00+00:00,774.494228540782,3.0,300
2019-01-01T09:05:00+00:00,774.494228540782,3.0,300
2019-01-01T09:10:00+00:00,774.494228540782,3.0,300
2019-01-01T09:15:00+00:00,774.494228540782,3.0,300
2019-01-01T09:20:00+00:00,774.494228540782,3.0,300
2019-01-01T09:25:00+00:00,771.544026917082,3.0,300
2019-01-01T09:30:00+00:00,774.494228540782,3.0,300
2019-01-01T09:35:00+00:00,774.494228540782,3.0,300
2019-01-01T09:40:00+00:00,774.27077823383,3.0,300
2019-01-01T09:45:00+00:00,771.321331331831,3.0,300
2019-01-01T09:50:00+00:00,771.321331331831,3.0,300
2019-01-01T09:55:00+00:00,775.964057439417,3.0,300
2019-01-01T10:00:00+00:00,769.915741621031,3.0,300
2019-01-01T10:05:00+00:00,766.982346005184,3.0,300
2019-01-01T10:10:00+00:00,766.982346005184,3.0,300
2019-01-01T10:15:00+00:00,766.982346005184,3.0,300
2019-01-01T10:20:00+00:00,766.982346005184,3.0,300
2019-01-01T10:25:00+00:00,766.982346005184,3.0,300
