timestamp,MOER,MOER version,frequency
2019-10-01T00:00:00+00:00,895.306290750231,3.0,300
2019-10-01T00:05:00+00:00,895.517445944305,3.0,300
2019-10-01T00:10:00+00:00,895.517445944305,3.0,300
2019-10-01T00:15:00+00:00,938.099166593468,3.0,300
2019-10-01T00:20:00+00:00,946.298207213318,3.0,300
2019-10-01T00:25:00+00:00,944.329494796558,3.0,300
2019-10-01T00:30:00+00:00,948.062890373081,3.0,300
2019-10-01T00:35:00+00:00,950.703665177694,3.0,300
2019-10-01T00:40:00+00:00,955.806253621059,3.0,300
2019-10-01T00:45:00+00:00,956.387696647905,3.0,300
2019-10-01T00:50:00+00:00,954.704866308847,3.0,300
2019-10-01T00:55:00+00:00,954.704866308847,3.0,300
2019-10-01T01:00:00+00:00,953.545903248467,3.0,300
2019-10-01T01:05:00+00:00,953.159211381544,3.0,300
2019-10-01T01:10:00+00:00,948.429064437824,3.0,300
2019-10-01T01:15:00+00:00,948.429064437824,3.0,300
2019-10-01T01:20:00+00:00,949.976809871832,3.0,300
2019-10-01T01:25:00+00:00,954.326571581848,3.0,300
2019-10-01T01:30:00+00:00,954.326571581848,3.0,300
2019-10-01T01:35:00+00:00,952.921602895858,3.0,300
2019-10-01T01:40:00+00:00,952.921602895858,3.0,300
2019-10-01T01:45:00+00:00,952.987193409679,3.0,300
2019-10-01T01:50:00+00:00,952.915477942352,3.0,300
2019-10-01T01:55:00+00:00,956.187925491201,3.0,300
2019-10-01T02:00:00+00:00,967.565291905184,3.0,300
2019-10-01T02:05:00+00:00,968.41215477248,3.0,300
2019-10-01T02:10:00+00:00,963.708450588552,3.0,300
2019-10-01T02:15:00+00:00,960.615649753466,3.0,300
2019-10-01T02:20:00+00:00,965.316993747593,3.0,300
2019-10-01T02:25:00+00:00,953.827980855118,3.0,300
2019-10-01T02:30:00+00:00,950.314777802629,3.0,300
2019-10-01T02:35:00+00:00,952.181572447705,3.0,300
2019-10-01T02:40:00+00:00,952.134586586723,3.0,300
2019-10-01T02:45:00+00:00,950.046052334441,3.0,300
2019-10-01T02:50:00+00:00,952.033254775666,3.0,300
2019-10-01T02:55:00+00:00,952.022245623534,3.0,300
2019-10-01T03:00:00+00:00,936.819447050468,3.0,300
2019-10-01T03:05:00+00:00,936.819447050468,3.0,300
2019-10-01T03:10:00+00:00,941.469871513691,3.0,300
2019-10-01T03:15:00+00:00,941.202616077935,3.0,300
2019-10-01T03:20:00+00:00,936.699724136277,3.0,300
2019-10-01T03:25:00+00:00,941.202616077935,3.0,300
2019-10-01T03:30:00+00:00,936.876085262649,3.0,300
2019-10-01T03:35:00+00:00,936.876085262649,3.0,300
2019-10-01T03:40:00+00:00,935.786010458338,3.0,300
2019-10-01T03:45:00+00:00,935.786010458338,3.0,300
2019-10-01T03:50:00+00:00,936.224117307213,3.0,300
2019-10-01T03:55:00+00:00,936.060708848799,3.0,300
